Word,Pron_NoStress
leeway,liwe
left,lEft
leftfield,lEftfild
lefthander,lEfthant#
lefthanders,lEfthant#z
leftist,lEftIst
leftovers,lEftov#z
leftward,lEftw#d
leg,lEg
legacies,lEg@siz
legacy,lEg@si
legal,lig@l
legalism,lig@lIzm
legality,lIgal@ti
legalization,lig@l@zeSn
legalize,lig@l!z
legalized,lig@l!zd
legally,lig@li
legend,lEJ@nd
legendary,lEJ@ndEri
legends,lEJ@ndz
leger,lEJ#
legers,lEJ#z
legged,lEgd
leggings,lEgINz
leggy,lEgi
legibility,lEJ@bIl@ti
legible,lEJ@bL
legion,liJ@n
legionary,liJ@nEri
legions,liJ@nz
legislate,lEJIslet
legislated,lEJIslet@d
legislation,lEJIsleSn
legislative,lEJIsletIv
legislator,lEJIslet#
legislators,lEJIslet#z
legislature,lEJIsleC#
legislatures,lEJIsleC#z
legit,l@JIt
legitimacy,l@JIt@m@si
legitimate,l@JIt@m@t
legitimately,l@JIt@m@tli
legitimize,l@JIt@m!z
legitimized,l@JIt@m!zd
legless,lEgl@s
legroom,lEgrum
legs,lEgz
legume,lEgjum
lei,lei
leisure,liZr
leisurely,liZrli
leitmotif,l!tmotif
leitmotiv,l!tmotif
lemma,lEm@
lemming,lEmIN
lemon,lEm@n
lemonade,lEm@ned
lemons,lEm@nz
lemur,lim#
lend,lEnd
lender,lEnt#
lending,lEntIN
lends,lEndz
length,lENT
lengthen,lENT@n
lengthened,lENT@nd
lengthening,lENT@nIN
lengthily,lENT@li
lengths,lENTs
lengthways,lENTwez
lengthwise,lENTw!z
lengthy,lENTi
lenience,lini@ns
lenient,lini@nt
Lenin,lEnIn
Leningrad,lEnINgrad
lens,lEnz
lenses,lEnz@z
lent,lEnt
lentil,lEntL
lentils,lEntLz
Leo,lio
Leon,liAn
Leonard,lEn#d
leopard,lEp#d
leopards,lEp#dz
leotard,li@tArd
leper,lEp#
leprechaun,lEprIkOn
leprosy,lEpr@si
lesbian,lEzbi@n
lesbians,lEzbi@nz
lesion,liZn
Leslie,lEzli
less,lEs
lessen,lEsn
lessened,lEsnd
lessening,lEsnIN
lessens,lEsnz
lesser,lEs#
lesson,lEsn
lessons,lEsnz
lest,lEst
Lester,lEst#
let,lEt
letdown,lEtd0n
lethal,liT@l
lethality,liTal@ti
lethargic,l@TArJIk
lethargies,lET#Jiz
lethargy,lET#Ji
lets,lEts
letter,lEt#
letterbox,lEt#bAks
lettered,lEt#d
letterhead,lEt#hEd
lettering,lEt#IN
letterman,lEt#m@n
lettermen,lEt#m@n
letterpress,lEt#prEs
letters,lEt#z
letting,lEtIN
lettuce,lEt@s
letup,lEtVp
leukemia,lukimi@
levee,lEvi
level,lEvL
leveled,lEvLd
leveling,lEvLIN
levelled,lEvLd
levels,lEvLz
lever,lEv#
leverage,lEv#IJ
levers,lEv#z
leviathan,lIv!@Tn
levied,lEvid
levies,lEviz
Levis,liv!z
levitate,lEv@tet
levitation,lEv@teSn
levity,lEv@ti
levy,lEvi
lewd,lud
lewdly,ludli
Lewis,luIs
lexical,lEksIkL
lexicon,lEksIkAn
Lexington,lEksINt@n
liabilities,l!@bIl@tiz
liability,l!@bIl@ti
liable,l!@bL
liaison,liezAn
liaisons,liezAnz
liar,l!#
liars,l!#z
libation,l!beSn
libel,l!bL
libelous,l!bL@s
liberal,lIb#r@l
liberalism,lIb#r@lIzm
liberality,lIb#ral@ti
liberalize,lIb#r@l!z
liberalizing,lIb#r@l!zIN
liberally,lIb#r@li
liberals,lIb#r@lz
liberate,lIb#ret
liberated,lIb#ret@d
liberating,lIb#retIN
liberation,lIb#reSn
liberator,lIb#ret#
Liberia,l!bIri@
libertarian,lIb#tEri@n
libertarians,lIb#tEri@nz
liberties,lIb#tiz
libertine,lIb#tin
libertines,lIb#tinz
liberty,lIb#ti
libidinous,lIbIdn@s
libido,lIbito
Libra,libr@
librarian,l!brEri@n
librarians,l!brEri@nz
libraries,l!br#riz
library,l!br#ri
libretto,lIbrEto
Libya,lIbi@
Libyan,lIbi@n
lice,l!s
license,l!sns
licensed,l!snst
licensee,l!snsi
licenses,l!sns@z
licensing,l!snsIN
licentious,l!sEnS@s
lichen,l!k@n
Lichtenstein,lIkt@nst!n
lick,lIk
licked,lIkt
licking,lIkIN
lid,lId
lidless,lIdl@s
lids,lIdz
lie,l!
Liechtenstein,lIkt@nst!n
lied,l!d
liege,liJ
lien,li@n
liens,li@nz
lies,l!z
lieu,lu
lieutenant,lutEn@nt
lieutenants,lutEn@nts
life,l!f
lifebelt,l!fbElt
lifeblood,l!fblVd
lifeboat,l!fbot
lifeboats,l!fbots
lifebuoy,l!fbY
lifeguard,l!fgArd
lifeguards,l!fgArdz
lifeless,l!fl@s
lifelike,l!fl!k
lifeline,l!fl!n
lifelong,l!flON
lifer,l!f#
lifetime,l!ft!m
lift,lIft
lifted,lIft@d
lifters,lIft#z
lifting,lIftIN
lifts,lIfts
ligament,lIg@m@nt
ligature,lIg@C#
light,l!t
lightbulb,l!tbVlb
lighted,l!t@d
lighten,l!tn
lightened,l!tnd
lightens,l!tnz
lighter,l!t#
lighters,l!t#z
lightest,l!tIst
lightfoot,l!tfUt
lighthearted,l!thArt@d
lighthouse,l!th0s
lighthouses,l!th0z@z
lighting,l!tIN
lightly,l!tli
lightness,l!tn@s
lightning,l!tnIN
lights,l!ts
lightship,l!tSIp
lightweight,l!twet
likable,l!k@bL
like,l!k
liked,l!kt
likelihood,l!klihUd
likely,l!kli
likened,l!k@nd
likeness,l!kn@s
likes,l!ks
likewise,l!kw!z
liking,l!kIN
lilac,l!l@k
lilacs,l!l@ks
lilies,lIliz
Liliputian,lIlipUti@n
Lilliput,lIlIpUt
Lilliputian,lIlIpjuSn
Lilly,lIli
lilt,lIlt
lilting,lIltIN
lily,lIli
Lima,lim@
limb,lIm
limber,lImb#
limbic,lImbIk
limbo,lImbo
limbs,lImz
lime,l!m
limeade,l!med
limejuice,l!mJus
limekiln,l!mkIln
limelight,l!ml!t
limerick,lIm#rIk
limestone,l!mston
limit,lIm@t
limitation,lIm@teSn
limitations,lIm@teSnz
limited,lIm@t@d
limiting,lIm@tIN
limitless,lIm@tl@s
limits,lIm@ts
limousine,lIm@zin
limousines,lIm@zinz
limp,lImp
limped,lImpt
limpid,lImpId
limping,lImpIN
limply,lImpli
limps,lImps
Lincoln,lINk@n
Linda,lInt@
Lindsay,lIndzi
lindy,lInti
line,l!n
lineage,lIniIJ
lineages,lIniIJ@z
lineal,lIni@l
lineament,lIni@m@nt
linear,lIni#
linearly,lIni#li
lineback,l!nbak
linebackers,l!nbak#z
lined,l!nd
lineman,l!nm@n
linemen,l!nm@n
linen,lIn@n
liner,l!n#
liners,l!n#z
lines,l!nz
linesman,l!nzm@n
lineup,l!nVp
linger,lINg#
lingered,lINg#d
lingerie,lAnZ#ri
lingering,lINg#IN
lingers,lINg#z
lingo,lINgo
lingual,lINgw@l
linguist,lINgwIst
linguistic,lINgwIstIk
linguistically,lINgwIstIkli
linguistics,lINgwIstIks
linguists,lINgwIsts
liniment,lIn@m@nt
liniments,lIn@m@nts
lining,l!nIN
link,lINk
linkage,lINkIJ
linked,lINkt
linking,lINkIN
links,lINks
linoleum,lInoli@m
linseed,lInsid
lint,lInt
Linus,l!n@s
lion,l!@n
Lionel,l!@nL
lioness,l!@n@s
lionesses,l!@n@s@z
lionized,l!@n!zd
lions,l!@nz
lip,lIp
lipid,l!pId
lips,lIps
lipstick,lIpstIk
liquefaction,lIkw@fakSn
liquefy,lIkw@f!
liqueur,lIk#
liquid,lIkwId
liquidate,lIkwIdet
liquidated,lIkwIdet@d
liquidating,lIkwIdetIN
liquidation,lIkwIdeSn
liquidations,lIkwIdeSnz
liquidity,lIkwIt@ti
liquidize,lIkwId!z
liquids,lIkwIdz
liquor,lIk#
lira,lIr@
Lisa,lis@
Lisbon,lIzb@n
lisle,l!l
lisp,lIsp
lisping,lIspIN
list,lIst
listed,lIst@d
listen,lIsn
listened,lIsnd
listener,lIsn#
listeners,lIsn#z
listening,lIsnIN
listens,lIsnz
listing,lIstIN
listings,lIstINz
listless,lIstl@s
listlessly,lIstl@sli
lists,lIsts
lit,lIt
litany,lIt@ni
liter,lit#
literacy,lIt#r@si
literal,lIt#r@l
literalism,lIt#r@lIzm
literally,lIt#r@li
literalness,lIt#r@ln@s
literary,lIt#rEri
literate,lIt#r@t
literature,lIt#r@C#
literatures,lIt#r@C#z
liters,lit#z
lithe,l!D
lithium,lITi@m
lithograph,lIT@graf
lithographs,lIT@grafs
lithography,lITAgr@fi
litigant,lIt@g@nt
litigants,lIt@g@nts
litigate,lIt@get
litigation,lIt@geSn
litigious,lItIJ@s
litmus,lItm@s
litter,lIt#
litterbag,lIt#bag
litterbin,lIt#bIn
litterbug,lIt#bVg
littered,lIt#d
littering,lIt#IN
litters,lIt#z
little,lItL
littlest,lItLIst
liturgical,lIt#JIkL
liturgy,lIt#Ji
livability,lIv@bIl@ti
livable,lIv@bL
live,lIv
lived,lIvd
livelier,l!vli#
livelihood,l!vlihUd
liveliness,l!vlin@s
livelong,l!vlON
lively,l!vli
liver,lIv#
liveried,lIv#rid
Liverpool,lIv#pul
livers,lIv#z
liverwurst,lIv#w#st
livery,lIv#ri
liveryman,lIv#rim@n
lives,lIvz
livestock,l!vstAk
livid,lIvId
living,lIvIN
Livingston,lIvINst@n
Liz,lIz
lizard,lIz#d
lizards,lIz#dz
llama,lAm@
Lloyd,lYd
lo,lo
load,lod
loaded,lot@d
loader,lot#
loaders,lot#z
loading,lotIN
loadings,lotINz
loads,lodz
loaf,lof
loafed,loft
loafer,lof#
loam,lom
loan,lon
loaned,lond
loans,lonz
loath,loT
loathe,loD
loathed,loDd
loathing,loDIN
loathsome,loDsm
loaves,lovz
lob,lAb
lobar,lob#
lobbied,lAbid
lobbies,lAbiz
lobby,lAbi
lobbyist,lAbiIst
lobe,lob
lobes,lobz
lobotomy,lobAt@mi
lobster,lAbst#
lobsterpot,lAbst#pAt
lobular,lAbj@l#
lobularity,lAbj@lar@ti
lobule,lAbjul
lobules,lAbjulz
local,lok@l
locale,lokal
locales,lokalz
localisms,lok@lIzmz
localities,lokal@tiz
locality,lokal@ti
localization,lok@l@zeSn
localize,lok@l!z
localized,lok@l!zd
locally,lok@li
locate,loket
located,loket@d
locating,loketIN
location,lokeSn
locations,lokeSnz
loci,los!
lock,lAk
locked,lAkt
locker,lAk#
locket,lAk@t
locking,lAkIN
lockjaw,lAkJO
lockout,lAk0t
locks,lAks
locksmith,lAksmIT
lockstitch,lAkstIC
lockup,lAkVp
loco,loko
locomotion,lok@moSn
locomotive,lok@motIv
locomotives,lok@motIvz
locus,lok@s
locust,lok@st
locution,lokjuSn
lode,lod
lodge,lAJ
lodged,lAJd
lodges,lAJ@z
lodging,lAJIN
lodgings,lAJINz
lodgment,lAJm@nt
loft,lOft
lofty,lOfti
log,lOg
logarithm,lOg#rID@m
logarithms,lOg#rID@mz
logbook,lOgbUk
logged,lOgd
logger,lOg#
logging,lOgIN
logic,lAJIk
logical,lAJIkL
logically,lAJIkli
logician,loJISn
logistic,l@JIstIk
logistical,l@JIstIkL
logistics,l@JIstIks
logjam,lOgJam
logs,lOgz
loin,lYn
loincloth,lYnklOT
loins,lYnz
Lois,loIs
loiter,lYt#
loll,lAl
lolling,lAlIN
lollipop,lAlIpAp
lolly,lAli
London,lVnt@n
Londoner,lVnt@n#
lone,lon
lonelier,lonli#
loneliest,lonliIst
loneliness,lonlin@s
lonely,lonli
loner,lon#
loners,lon#z
lonesome,lonsm
long,lON
longboat,lONbot
longbow,lONbo
longed,lONd
longer,lONg#
longest,lONgIst
longevity,lAnJEv@ti
Longfellow,lONfElo
longhaired,lONhErd
longhand,lONhand
longhorn,lONhOrn
longhorns,lONhOrnz
longing,lONIN
longings,lONINz
longitude,lAnJ@tud
longitudes,lAnJ@tudz
longitudinal,lAnJ@tudn@l
longrun,lONrVn
longs,lONz
longship,lONSIp
longshore,lONSor
longshoreman,lONSorm@n
longshoremen,lONSOrm@n
longshot,lONSAt
longsighted,lONs!tId
longstanding,lONstantIN
longways,lONwez
longwinded,lONwInt@d
loofah,luf@
look,lUk
looked,lUkt
looker,lUk#
looking,lUkIN
lookout,lUk0t
looks,lUks
lookup,lUkVp
loom,lum
loomed,lumd
looming,lumIN
looms,lumz
loon,lun
loony,luni
loonybin,lunibIn
loop,lup
looped,lupt
loophole,luphol
loopholes,lupholz
loops,lups
loopy,lupi
loose,lus
loosely,lusli
loosen,lusn
loosened,lusnd
looseness,lusn@s
loosening,lusnIN
loosens,lusnz
looser,lus#
loosest,lusIst
loot,lut
looted,lut@d
looter,lut#
looting,lutIN
lop,lAp
lope,lop
loped,lopt
lopped,lApt
lopsidedly,lAps!t@dli
loquacious,lokweS@s
loquacity,lokwas@ti
lord,lOrd
lordless,lOrdlIs
lordly,lOrdli
lords,lOrdz
lordship,lOrdSIp
lore,lOr
lose,luz
loser,luz#
losers,luz#z
loses,luz@z
losing,luzIN
loss,lOs
losses,lOs@z
lost,lOst
lot,lAt
lotion,loSn
lotions,loSnz
lots,lAts
lottery,lAt#ri
lotto,lAto
lotus,lot@s
Lou,lu
loud,l0d
louder,l0t#
loudest,l0tIst
loudly,l0dli
loudmouth,l0dm0T
loudspeaker,l0dspik#
loudspeakers,l0dspik#z
Louis,lui
Louisa,luiz@
Louise,luiz
Louisiana,luizian@
Louisville,luivIl
lounge,l0nJ
lounged,l0nJd
lounger,l0nJ#
lounges,l0nJ@z
lounging,l0nJIN
louse,l0s
loused,l0st
lousiness,l0zin@s
lousy,l0zi
lovable,lVv@bL
love,lVv
lovebird,lVvb#d
lovechild,l@vC!ld
loved,lVvd
loveless,lVvl@s
lovelies,lVvliz
loveliest,lVvliIst
loveliness,lVvlin@s
lovelorn,lVvlOrn
lovely,lVvli
lovemaking,lVvmekIN
lover,lVv#
lovers,lVv#z
loves,lVvz
lovesick,lVvsIk
loving,lVvIN
lovingly,lVvINli
low,lo
lowborn,lobOrn
lowbred,lobrEd
lowbrow,lobr0
lowdown,lod0n
lower,lo#
lowered,lo#d
lowering,lo#IN
lowermost,lo#most
lowers,lo#z
lowest,loIst
lowland,lol@nd
lowlands,lol@ndz
lowliest,loliIst
lowly,loli
lows,loz
loyal,lY@l
loyalist,lY@lIst
loyalists,lY@lIsts
loyalties,lY@ltiz
loyalty,lY@lti
lozenge,lAznJ
lubber,lVb#
lubricant,lubr@k@nt
lubricate,lubr@ket
lubricated,lubr@ket@d
lubrication,lubr@keSn
Lucas,luk@s
lucent,lus@nt
lucid,lusId
lucidity,lusIt@ti
Lucifer,lusIf#
Lucille,lusil
luck,lVk
lucked,lVkt
luckier,lVki#
luckily,lVk@li
luckless,lVkl@s
lucks,l@ks
lucky,lVki
lucrative,lukr@tIv
Lucy,lusi
ludicrous,lut@kr@s
ludicrousness,lut@kr@sn@s
lug,lVg
luge,luZ
luger,lug#
luggage,lVgIJ
lugged,lVgd
Luke,luk
lukewarm,lukwOrm
lull,lVl
lullaby,lVl@b!
lulled,lVld
lulls,lVlz
lumbago,lVmbego
lumbar,lVmb#
lumber,lVmb#
lumbered,lVmb#d
lumbering,lVmb#IN
lumberjack,lVmb#Jak
lumberyard,lVmb#jArd
lumen,lum@n
luminaries,lum@nEriz
luminary,lum@nEri
luminescence,lum@nEsns
luminescent,lum@nEsnt
luminosity,lum@nAs@ti
luminous,lum@n@s
lummox,lVm@ks
lump,lVmp
lumped,lVmpt
lumpish,lVmpIS
lumps,lVmps
lumpy,lVmpi
lunacy,lun@si
lunar,lun#
lunatic,lun@tIk
lunch,lVnC
luncheon,lVnC@n
luncheons,lVnC@nz
lunchroom,lVnCrum
lunchtime,lVnCt!m
lung,lVN
lunge,lVnJ
lunged,lVnJd
lungpower,lVNp0#
lungs,lVNz
lurch,l#C
lurched,l#Ct
lurching,l#CIN
lure,lUr
lured,lUrd
lurid,lUrId
luring,lUrIN
lurk,l#k
lurked,l#kt
lurking,l#kIN
lurks,l#ks
luscious,lVS@s
lush,lVS
lushes,lVS@z
lust,lVst
luster,lVst#
lustful,lVstfL
lustily,lVst@li
lustre,lVst#
lustrous,lVstr@s
lusts,lVsts
lusty,lVsti
lute,lut
Luther,luT#
Lutheran,luT#@n
Luxemburg,lVksmb#g
luxuriance,lVgZUri@ns
luxuriant,lVgZUri@nt
luxuries,lVkS#riz
luxurious,lVgZUri@s
luxury,lVkS#ri
lye,l!
lying,l!IN
Lyle,l!l
lymph,lImf
lymphoma,lImfom@
lynch,lInC
lynched,lInCt
Lynn,lIn
lynx,lINks
lyre,l!r
lyric,lIrIk
lyrical,lIrIkL
lyricism,lIrIsIzm
lyricist,lIrIsIst
lyricists,lIrIsIsts
lyrics,lIrIks
Lysol,l!sol
ma,mA
macabre,m@kAbr@
macaroni,mak#roni
macaroon,mak#run
macaw,m@kO
Macbeth,m@kbET
mace,mes
Macedonia,mas@doni@
machete,m@SEti
Machiavelli,maki@vEli
Machiavellian,maki@vEli@n
machinate,makInet
machination,makIneSn
machine,m@Sin
machinegun,m@SingVn
machinelike,m@Sinl!k
machinery,m@Sin#ri
machines,m@Sinz
machinist,m@SinIst
machinists,m@SinIsts
machismo,m@CIzmo
Macintosh,makIntAS
mack,mak
mackerel,makr@l
mackinaw,mak@nO
mackintosh,makIntAS
macrame,m@krAmi
macrobiotic,makrob!AtIk
macrocosm,makr@kAzm
macromolecular,makrom@lEkj@l#
macrophages,makrofeJ@z
macroscopically,makr@skApIkli
mad,mad
Madagascan,madAg@skan
Madagascar,mat@gask#
Madam,mat@m
Madame,m@dAm
madcap,madkap
madden,madn
maddening,madnIN
made,med
Madeleine,mat@lIn
mademoiselle,mat@mw@zEl
madhouse,madh0s
Madison,mat@sn
madly,madli
madman,madm@n
madmen,madm@n
madness,madn@s
Madonna,m@dAn@
Madrid,m@drId
madrigal,madr@g@l
madrigals,madr@g@lz
madwoman,madwUm@n
maelstrom,melstr@m
maestro,m!stro
Mafia,mAfi@
mag,mag
magazine,mag@zin
magazines,mag@zinz
Magdalene,magd@lin
magenta,m@JEnt@
Maggie,magi
maggot,mag@t
maggots,mag@ts
maggoty,mag@ti
magi,meJ!
magic,maJIk
magical,maJIkL
magically,maJIkli
magician,m@JISn
magicians,m@JISnz
magisterial,maJ@stIri@l
magistracy,maJIstr@si
magistrate,maJIstret
magistrates,maJIstrets
magma,magm@
magnanimity,magn@nIm@ti
magnanimous,magnan@m@s
magnate,magn@t
magnates,magn@ts
magnesia,magniZ@
magnesium,magniZm
magnet,magn@t
magnetic,magnEtIk
magnetically,magnEtIkli
magnetism,magn@tIzm
magnetisms,magn@tIzmz
magnetize,magn@t!z
magnetized,magn@t!zd
magnification,magn@f@keSn
magnificence,magnIfIsns
magnificent,magnIfIsnt
magnificently,magnIfIsntli
magnified,magn@f!d
magnifies,magn@f!z
magnify,magn@f!
magnifying,magn@f!IN
magnitude,magn@tud
magnitudes,magn@tudz
magnolia,magnolj@
magnum,magn@m
magpie,magp!
magpies,magp!z
mahjong,mAJAN
mahogany,m@hAg@ni
maid,med
maiden,medn
maidenhead,mednhEd
maidenhood,mednhUd
maidens,mednz
maids,medz
maidservant,meds#vnt
mail,mel
mailbag,melbag
mailboat,melbot
mailbox,melbAks
mailboxes,melbAks@z
mailed,meld
mailer,mel#
mailing,melIN
mailings,melINz
mailman,melman
mails,melz
maim,mem
maimed,memd
main,men
Maine,men
mainland,menland
mainline,menl!n
mainly,menli
mainmast,menmast
mains,menz
mainsail,mensel
mainspring,mensprIN
mainstay,menste
mainstream,menstrim
maintain,menten
maintained,mentend
maintaining,mentenIN
maintains,mentenz
maintenance,mentn@ns
maize,mez
majestic,m@JEstIk
majestically,m@JEstIkli
majesties,maJ@stiz
majesty,maJ@sti
major,meJ#
majored,meJ#d
majorities,m@JOr@tiz
majority,m@JOr@ti
majors,meJ#z
make,mek
maker,mek#
makers,mek#z
makes,meks
makeshift,mekSIft
makeshifts,mekSIfts
makeup,mekVp
making,mekIN
makings,mekINz
maladaptive,mal@daptIv
maladies,mal@tiz
maladjusted,mal@JVst@d
maladjustment,mal@JVstm@nt
maladjustments,mal@JVstm@nts
maladministration,mal@dmIn@streSn
maladroit,mal@drYt
malady,mal@ti
malaise,malez
malapropism,mal@prApIzm
malapropos,malapr@po
malaria,m@lEri@
Malaysia,m@leZ@
Malcolm,malk@m
malcontent,malk@ntEnt
male,mel
malediction,mal@dIkSn
maleness,melnEs
males,melz
malevolence,m@lEv@l@ns
malevolent,m@lEv@l@nt
malfeasant,malfiznt
malformation,malfOrmeSn
malformations,malfOrmeSnz
malformed,malfOrmd
malfunction,malfVNkSn
malfunctioning,malfVNkSnIN
Mali,mAli
malice,mal@s
malicious,m@lIS@s
maliciously,m@lIS@sli
malign,m@l!n
malignancies,m@lIgn@nsiz
malignancy,m@lIgn@nsi
malignant,m@lIgn@nt
maligned,m@l!nd
malinger,m@lINg#
mall,mOl
mallard,mal#d
malleable,mali@bL
mallet,mal@t
malnourished,maln#rISt
malnutrition,malnutrISn
malodorous,malot#@s
malpractice,malprakt@s
malt,mOlt
Malta,mOlt@
malted,mOlt@d
Maltese,mOltiz
Malthus,malDVs
maltreat,maltrit
maltreatment,maltritm@nt
mama,mAm@
mamba,mAmbA
mambo,mambo
mamma,mAm@
mammal,mamL
mammalian,mameli@n
mammals,mamLz
mammary,mam#ri
mammas,mAm@z
mammoth,mam@T
man,man
manacle,man@kL
manage,man@J
manageable,man@J@bL
managed,man@Jd
management,man@Jm@nt
managements,man@Jm@nts
manager,man@J#
managerial,man@JIri@l
managers,man@J#z
manages,man@J@z
managing,man@JIN
manatee,man@ti
Manchester,manCEst#
mandarin,mant#rIn
mandate,mandet
mandated,mandet@d
mandatory,mant@tOri
mandible,mant@bL
mandolin,mant@lIn
mane,men
manes,menz
maneuver,m@nuv#
maneuverability,m@nuv#@bIl@ti
maneuvered,m@nuv#d
maneuvering,m@nuv#IN
maneuvers,m@nuv#z
manganese,maNg@niz
manger,menJ#
mangle,maNgL
mangled,maNgLd
mango,maNgo
mangy,menJi
manhandle,manhantL
Manhattan,manhatn
manhole,manhol
manhood,manhUd
manhours,man0rz
mania,meni@
maniac,meniak
maniacal,m@n!@k@l
maniacs,meniaks
manic,manIk
manicure,man@kjUr
manicurist,man@kjUrIst
manifest,man@fEst
manifestation,man@fEsteSn
manifestations,man@fEsteSnz
manifested,man@fEst@d
manifesting,man@fEstIN
manifestly,man@fEstli
manifesto,man@fEsto
manifold,man@fold
manikin,man@kIn
manila,m@nIl@
manipulate,m@nIpj@let
manipulated,m@nIpj@let@d
manipulating,m@nIpj@letIN
manipulation,m@nIpj@leSn
manipulations,m@nIpj@leSnz
manipulative,m@nIpj@letIv
manipulators,m@nIpj@let#z
Manitoba,manItob@
mankind,mank!nd
manlike,manl!k
manliness,manlin@s
manly,manli
manmade,manmed
manna,man@
manned,mand
mannequin,man@kIn
manner,man#
mannered,man#d
mannerism,man#Izm
mannerisms,man#Izmz
mannerly,man#li
manners,man#z
manning,manIN
manor,man#
manors,man#z
manpower,manp0r
manservant,mans#vnt
mansion,manSn
mansions,manSnz
manslaughter,manslOt#
mantel,mantL
mantelpiece,mantLpis
mantic,mantIk
mantis,mantIs
mantle,mantL
mantlepiece,mantLpis
mantrap,mantrap
manual,manju@l
manually,manju@li
manuals,manju@lz
Manuel,manwEl
manufacture,manj@fakC#
manufactured,manj@fakC#d
manufacturer,manj@fakC##
manufacturers,manj@fakC##z
manufactures,manj@fakC#z
manufacturing,manj@fakC#IN
manure,m@njUr
manuscript,manj@skrIpt
manuscripts,manj@skrIpts
many,mEni
map,map
maple,mepL
maples,mepLz
mapped,mapt
mapping,mapIN
maps,maps
mar,mAr
maraschino,mar@Sino
marathon,mar@TAn
maraud,m#rOd
marauder,m#rOt#
marauders,m#rOt#z
marble,mArbL
marbleized,mArb@l!zd
marbleizing,mArb@l!zIN
marbles,mArbLz
Marcel,mArsEl
Marcellus,mArsEl@s
march,mArC
marched,mArCt
marcher,mArC#
marches,mArC@z
marching,mArCIN
Marcus,mArk@s
mare,mEr
mares,mErz
Margaret,mArg#r@t
margarine,mArJ#r@n
Marge,mArJ
margin,mArJ@n
marginal,mArJ@nL
marginally,mArJ@nLi
margins,mArJ@nz
Maria,m#ri@
Marie,m#ri
marigold,mar@gold
marijuana,mar@wan@
Marilyn,mar@l@n
marimba,m#rImb@
marina,m#rin@
marinade,mar@ned
marinas,m#rin@z
marinate,mar@net
marinated,mar@net@d
marinating,mar@netIN
marine,m#rin
mariner,mar@n#
marines,m#rinz
Mario,mArio
marionette,mari@nEt
marionettes,mari@nEts
marital,mar@tL
maritime,mar@t!m
mark,mArk
markdown,mArkd0n
marked,mArkt
markedly,mArk@dli
marker,mArk#
markers,mArk#z
market,mArk@t
marketability,mArk@t@bIl@ti
marketable,mArk@t@bL
marketed,mArk@t@d
marketing,mArk@tIN
marketings,mArk@tINz
marketplace,mArk@tples
markets,mArk@ts
marking,mArkIN
markings,mArkINz
marks,mArks
marksman,mArksm@n
marksmanship,mArksm@nSIp
markup,mArkVp
Marlborough,mArlb#ro
Marlene,mArlin
marlin,mArlIn
marmalade,mArm@led
marmoset,mArm@zEt
maroon,m#run
marooned,m#rund
marquee,mArki
marquees,mArkiz
marquis,mArkwIs
marred,mArd
marriage,marIJ
marriageable,marIJ@bL
marriages,marIJ@z
married,marid
marries,mariz
marring,mArIN
marrow,maro
marrowbones,marobonz
marry,mari
marrying,mariIN
Mars,mArz
marsh,mArS
Marsha,mArS@
marshal,mArSL
marshaling,mArS@lIN
marshall,mArSL
marshalled,mArSLd
marshalling,mArSLIN
marshes,mArS@z
marshmallow,mArSmalo
marshmallows,mArSmaloz
marshy,mArSi
marsupial,mArsupi@l
mart,mArt
Martha,mArT@
martial,mArSL
Martian,mArSn
Martians,mArSnz
Martin,mArtn
martini,mArtini
martinis,mArtiniz
marts,mArts
Marty,mArti
martyr,mArt#
martyrdom,mArt#t@m
martyrs,mArt#z
marvel,mArvL
marveled,mArvLd
marvelled,mArvLd
marvellous,mArvL@s
marvelous,mArvL@s
marvelously,mArvL@sli
marvels,mArvLz
Marvin,mArvIn
Marx,mArks
Marxist,mArksIst
Mary,mEri
Maryland,mEriland
Marylanders,mEr@l@nd#z
marzipan,mArz@pan
mascara,m@skar@
mascot,maskAt
masculine,maskj@lIn
masculinity,maskjulIn@ti
mash,maS
mashed,maSt
masher,maS#
mashing,maSIN
mask,mask
masked,maskt
masking,maskIN
masks,masks
masochism,mas@kIzm
masochist,mas@kIst
mason,mesn
masonic,m@sAnIk
masonry,mesnri
masons,mesnz
masquerade,mask#red
masquerades,mask#redz
masquerading,mask#retIN
mass,mas
Massachusetts,mas@Cus@ts
massacre,mas@k#
massacred,mas@k#d
massacres,mas@k#z
massage,m@sAZ
massaging,m@sAZIN
massed,mast
masses,mas@z
masseur,masUr
masseuse,m@sus
massing,masIN
massive,masIv
mast,mast
mastectomy,mastEkt@mi
master,mast#
mastered,mast#d
masterful,mast#fL
masterfully,mast#fLi
mastering,mast#IN
masterly,mast#li
mastermind,mast#m!nd
masterminding,mast#m!ntIN
masterpiece,mast#pis
masterpieces,mast#pis@z
masters,mast#z
mastership,mast#SIp
mastery,mast#i
masthead,masthEd
masticate,mast@ket
mastication,mast@keSn
mastiff,mastIf
mastodon,mast@dAn
mastodons,mast@dAnz
masts,masts
masturbate,mast#bet
masturbation,mast#beSn
mat,mat
matador,mat@dOr
match,maC
matchbox,maCbAks
matched,maCt
matches,maC@z
matching,maCIN
matchless,maCl@s
matchmaker,maCmek#
matchmaking,maCmekIN
matchstick,maCstIk
matchwood,maCwUd
mate,met
mated,met@d
material,m@tIri@l
materialism,m@tIri@lIzm
